row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,product_id,category,sub_category,sales
4869,CA-2018-122490,11/13/2018 0:00,11/18/2018 0:00,Standard Class,TT-21070,Ted Trevino,Consumer,Seattle,Washington,West,OFF-LA-10001613,Office Supplies,Labels,8.64
4870,CA-2018-131366,11/24/2018 0:00,11/29/2018 0:00,Standard Class,SC-20440,Shaun Chance,Corporate,Lancaster,Pennsylvania,East,TEC-PH-10003437,Technology,Phones,89.988
4871,CA-2018-131366,11/24/2018 0:00,11/29/2018 0:00,Standard Class,SC-20440,Shaun Chance,Corporate,Lancaster,Pennsylvania,East,OFF-PA-10000675,Office Supplies,Paper,229.544
4872,CA-2018-164042,5/23/2018 0:00,5/27/2018 0:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-FA-10000840,Office Supplies,Fasteners,1.824
4873,CA-2018-164042,5/23/2018 0:00,5/27/2018 0:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,18.32
4874,CA-2018-164042,5/23/2018 0:00,5/27/2018 0:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-ST-10002301,Office Supplies,Storage,48.816
4875,CA-2018-164042,5/23/2018 0:00,5/27/2018 0:00,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-BI-10001922,Office Supplies,Binders,1.188
4876,CA-2015-132864,2/12/2015 0:00,7/12/2015 0:00,Standard Class,KN-16390,Katherine Nockton,Corporate,Columbus,Ohio,East,TEC-AC-10001267,Technology,Accessories,119.8
4877,US-2015-155817,3/10/2015 0:00,9/10/2015 0:00,Standard Class,SL-20155,Sara Luxemburg,Home Office,Durham,North Carolina,South,OFF-ST-10000532,Office Supplies,Storage,61.568
4878,US-2015-155817,3/10/2015 0:00,9/10/2015 0:00,Standard Class,SL-20155,Sara Luxemburg,Home Office,Durham,North Carolina,South,OFF-AR-10002335,Office Supplies,Art,6.192
4879,US-2017-131891,7/29/2017 0:00,7/31/2017 0:00,First Class,PW-19240,Pierre Wener,Consumer,Pensacola,Florida,South,OFF-BI-10000201,Office Supplies,Binders,2.214
4880,CA-2018-143567,2/11/2018 0:00,5/11/2018 0:00,Second Class,TB-21175,Thomas Boland,Corporate,Henderson,Kentucky,South,OFF-EN-10004846,Office Supplies,Envelopes,5.32
4881,CA-2018-143567,2/11/2018 0:00,5/11/2018 0:00,Second Class,TB-21175,Thomas Boland,Corporate,Henderson,Kentucky,South,FUR-CH-10000454,Furniture,Chairs,975.92
4882,CA-2018-143567,2/11/2018 0:00,5/11/2018 0:00,Second Class,TB-21175,Thomas Boland,Corporate,Henderson,Kentucky,South,TEC-AC-10004145,Technology,Accessories,2249.91
4883,CA-2018-143567,2/11/2018 0:00,5/11/2018 0:00,Second Class,TB-21175,Thomas Boland,Corporate,Henderson,Kentucky,South,OFF-ST-10001580,Office Supplies,Storage,59.92
4884,CA-2018-104080,8/3/2018 0:00,3/15/2018 0:00,Standard Class,AH-10210,Alan Hwang,Consumer,Anaheim,California,West,OFF-BI-10003876,Office Supplies,Binders,171.2
4885,CA-2018-104080,8/3/2018 0:00,3/15/2018 0:00,Standard Class,AH-10210,Alan Hwang,Consumer,Anaheim,California,West,OFF-AR-10001972,Office Supplies,Art,3.36
4886,CA-2015-151379,12/16/2015 0:00,12/20/2015 0:00,Standard Class,SC-20695,Steve Chapman,Corporate,Detroit,Michigan,Central,OFF-PA-10000595,Office Supplies,Paper,114.2
4887,CA-2017-163167,11/28/2017 0:00,1/12/2017 0:00,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,South,FUR-CH-10004477,Furniture,Chairs,182.67
4888,CA-2017-163167,11/28/2017 0:00,1/12/2017 0:00,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,South,TEC-AC-10003441,Technology,Accessories,101.7
4889,CA-2017-163167,11/28/2017 0:00,1/12/2017 0:00,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,South,OFF-ST-10004459,Office Supplies,Storage,1126.02
4890,CA-2017-163167,11/28/2017 0:00,1/12/2017 0:00,Second Class,RF-19345,Randy Ferguson,Corporate,Marietta,Georgia,South,OFF-ST-10003805,Office Supplies,Storage,1263.3
4891,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-AR-10001246,Office Supplies,Art,8.82
4892,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-PA-10001295,Office Supplies,Paper,37.94
4893,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-AR-10001231,Office Supplies,Art,4.2
4894,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-ST-10002743,Office Supplies,Storage,227.28
4895,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-PA-10004327,Office Supplies,Paper,47.9
4896,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-EN-10004773,Office Supplies,Envelopes,61.96
4897,CA-2017-135776,12/23/2017 0:00,12/30/2017 0:00,Standard Class,EH-13765,Edward Hooks,Corporate,Seattle,Washington,West,OFF-ST-10003470,Office Supplies,Storage,1117.92
4898,US-2015-122021,10/15/2015 0:00,10/17/2015 0:00,First Class,AC-10660,Anna Chung,Consumer,Parma,Ohio,East,FUR-CH-10003761,Furniture,Chairs,183.372
4899,US-2015-122021,10/15/2015 0:00,10/17/2015 0:00,First Class,AC-10660,Anna Chung,Consumer,Parma,Ohio,East,OFF-PA-10002230,Office Supplies,Paper,7.968
4900,CA-2017-130484,8/22/2017 0:00,8/27/2017 0:00,Standard Class,SG-20470,Sheri Gordon,Consumer,Gresham,Oregon,West,OFF-BI-10000088,Office Supplies,Binders,26.352
4901,CA-2018-120936,12/17/2018 0:00,12/21/2018 0:00,Standard Class,CA-12310,Christine Abelman,Corporate,Anaheim,California,West,OFF-ST-10001526,Office Supplies,Storage,481.32
4902,CA-2018-120936,12/17/2018 0:00,12/21/2018 0:00,Standard Class,CA-12310,Christine Abelman,Corporate,Anaheim,California,West,OFF-SU-10002557,Office Supplies,Supplies,13.98
4903,CA-2018-110884,7/3/2018 0:00,12/3/2018 0:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,New York City,New York,East,OFF-BI-10003669,Office Supplies,Binders,25.92
4904,CA-2018-110884,7/3/2018 0:00,12/3/2018 0:00,Standard Class,SH-20395,Shahid Hopkins,Consumer,New York City,New York,East,OFF-LA-10003510,Office Supplies,Labels,91.59
4905,US-2015-161613,1/12/2015 0:00,3/12/2015 0:00,Second Class,MC-17605,Matt Connell,Corporate,Houston,Texas,Central,FUR-CH-10003746,Furniture,Chairs,674.058
4906,US-2015-146353,10/14/2015 0:00,10/16/2015 0:00,Second Class,JE-15610,Jim Epp,Corporate,Concord,New Hampshire,East,OFF-BI-10003476,Office Supplies,Binders,22.92
4907,US-2015-146353,10/14/2015 0:00,10/16/2015 0:00,Second Class,JE-15610,Jim Epp,Corporate,Concord,New Hampshire,East,OFF-ST-10001469,Office Supplies,Storage,269.9
4908,CA-2015-133809,11/18/2015 0:00,11/23/2015 0:00,Second Class,MS-17530,MaryBeth Skach,Consumer,Fairfield,Ohio,East,OFF-BI-10001757,Office Supplies,Binders,11.808
4909,CA-2015-133809,11/18/2015 0:00,11/23/2015 0:00,Second Class,MS-17530,MaryBeth Skach,Consumer,Fairfield,Ohio,East,TEC-PH-10004875,Technology,Phones,9.588
4910,CA-2018-127306,1/14/2018 0:00,1/18/2018 0:00,Standard Class,BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,OFF-EN-10001219,Office Supplies,Envelopes,18.336
4911,CA-2018-127306,1/14/2018 0:00,1/18/2018 0:00,Standard Class,BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,OFF-PA-10000019,Office Supplies,Paper,36.288
4912,CA-2018-127306,1/14/2018 0:00,1/18/2018 0:00,Standard Class,BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,TEC-PH-10001924,Technology,Phones,111.984
4913,CA-2018-127306,1/14/2018 0:00,1/18/2018 0:00,Standard Class,BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,OFF-BI-10002003,Office Supplies,Binders,5.97
4914,CA-2018-127306,1/14/2018 0:00,1/18/2018 0:00,Standard Class,BH-11710,Brosina Hoffman,Consumer,Johnson City,Tennessee,South,OFF-BI-10003727,Office Supplies,Binders,2.508
4915,CA-2016-161830,9/24/2016 0:00,9/26/2016 0:00,Second Class,ME-17725,Max Engle,Consumer,Seattle,Washington,West,OFF-AR-10004042,Office Supplies,Art,35.96
4916,CA-2016-161830,9/24/2016 0:00,9/26/2016 0:00,Second Class,ME-17725,Max Engle,Consumer,Seattle,Washington,West,OFF-BI-10001097,Office Supplies,Binders,14.952
4917,CA-2018-163125,9/10/2018 0:00,11/10/2018 0:00,Second Class,MB-17305,Maria Bertelson,Consumer,League City,Texas,Central,OFF-AR-10004344,Office Supplies,Art,67.144
4918,CA-2018-163125,9/10/2018 0:00,11/10/2018 0:00,Second Class,MB-17305,Maria Bertelson,Consumer,League City,Texas,Central,FUR-CH-10001802,Furniture,Chairs,254.058
4919,CA-2017-160304,2/1/2017 0:00,7/1/2017 0:00,Standard Class,BM-11575,Brendan Murry,Corporate,Gaithersburg,Maryland,East,FUR-BO-10004709,Furniture,Bookcases,173.94
4920,CA-2017-160304,2/1/2017 0:00,7/1/2017 0:00,Standard Class,BM-11575,Brendan Murry,Corporate,Gaithersburg,Maryland,East,TEC-PH-10000455,Technology,Phones,231.98
4921,CA-2018-101728,8/19/2018 0:00,8/23/2018 0:00,Standard Class,SC-20575,Sonia Cooley,Consumer,Chicago,Illinois,Central,OFF-BI-10002393,Office Supplies,Binders,2.296
4922,CA-2018-114055,12/25/2018 0:00,12/29/2018 0:00,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,OFF-PA-10004381,Office Supplies,Paper,96.08
4923,CA-2018-114055,12/25/2018 0:00,12/29/2018 0:00,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,OFF-FA-10003059,Office Supplies,Fasteners,3.62
4924,CA-2018-114055,12/25/2018 0:00,12/29/2018 0:00,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,OFF-PA-10000994,Office Supplies,Paper,629.1
4925,CA-2018-114055,12/25/2018 0:00,12/29/2018 0:00,Second Class,MH-18115,Mick Hernandez,Home Office,Huntsville,Alabama,South,TEC-PH-10002890,Technology,Phones,90.48
4926,CA-2018-126438,10/9/2018 0:00,9/13/2018 0:00,First Class,AR-10345,Alex Russell,Corporate,Lawrence,Massachusetts,East,OFF-AR-10003338,Office Supplies,Art,14.88
4927,CA-2018-117653,10/19/2018 0:00,10/23/2018 0:00,Standard Class,MO-17500,Mary O'Rourke,Consumer,Chicago,Illinois,Central,FUR-TA-10003008,Furniture,Tables,91.275
4928,CA-2018-143245,1/12/2018 0:00,6/12/2018 0:00,Standard Class,AD-10180,Alan Dominguez,Home Office,Fairfield,Connecticut,East,OFF-PA-10001972,Office Supplies,Paper,19.44
4929,CA-2018-143245,1/12/2018 0:00,6/12/2018 0:00,Standard Class,AD-10180,Alan Dominguez,Home Office,Fairfield,Connecticut,East,FUR-CH-10000155,Furniture,Chairs,897.15
4930,US-2015-138828,2/9/2015 0:00,3/9/2015 0:00,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,East,OFF-AR-10000658,Office Supplies,Art,57.75
4931,US-2015-138828,2/9/2015 0:00,3/9/2015 0:00,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,14.94
4932,CA-2018-143651,3/25/2018 0:00,3/30/2018 0:00,Standard Class,FM-14215,Filia McAdams,Corporate,Seattle,Washington,West,OFF-AR-10001446,Office Supplies,Art,23.1
4933,CA-2016-106978,9/28/2016 0:00,4/10/2016 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Aurora,Colorado,West,OFF-EN-10004483,Office Supplies,Envelopes,12.536
4934,CA-2016-106978,9/28/2016 0:00,4/10/2016 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Aurora,Colorado,West,OFF-BI-10002012,Office Supplies,Binders,1.08
4935,CA-2016-106978,9/28/2016 0:00,4/10/2016 0:00,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Aurora,Colorado,West,OFF-FA-10003021,Office Supplies,Fasteners,4.512
4936,CA-2016-155124,3/15/2016 0:00,3/21/2016 0:00,Standard Class,KS-16300,Karen Seio,Corporate,Lehi,Utah,West,TEC-PH-10003356,Technology,Phones,16.776
4937,CA-2018-150931,6/1/2018 0:00,1/13/2018 0:00,Standard Class,DP-13390,Dennis Pardue,Home Office,Tuscaloosa,Alabama,South,OFF-BI-10004728,Office Supplies,Binders,33.74
4938,CA-2015-157147,1/13/2015 0:00,1/18/2015 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-ST-10000078,Office Supplies,Storage,1325.85
4939,CA-2015-157147,1/13/2015 0:00,1/18/2015 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,FUR-BO-10003034,Furniture,Bookcases,333.999
4940,CA-2015-157147,1/13/2015 0:00,1/18/2015 0:00,Standard Class,BD-11605,Brian Dahlen,Consumer,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,19.9
4941,CA-2016-156482,6/2/2016 0:00,2/13/2016 0:00,Standard Class,IL-15100,Ivan Liston,Consumer,Wilmington,Delaware,East,FUR-CH-10001708,Furniture,Chairs,1268.82
4942,CA-2016-156482,6/2/2016 0:00,2/13/2016 0:00,Standard Class,IL-15100,Ivan Liston,Consumer,Wilmington,Delaware,East,FUR-BO-10002598,Furniture,Bookcases,283.92
4943,CA-2016-156482,6/2/2016 0:00,2/13/2016 0:00,Standard Class,IL-15100,Ivan Liston,Consumer,Wilmington,Delaware,East,OFF-AR-10001022,Office Supplies,Art,5.68
4944,CA-2018-106782,12/21/2018 0:00,12/27/2018 0:00,Standard Class,LP-17095,Liz Preis,Consumer,Lafayette,Indiana,Central,OFF-ST-10004459,Office Supplies,Storage,375.34
4945,CA-2017-151372,5/9/2017 0:00,6/9/2017 0:00,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,Paper,96.08
4946,CA-2017-151372,5/9/2017 0:00,6/9/2017 0:00,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,Binders,11.68
4947,CA-2017-151372,5/9/2017 0:00,6/9/2017 0:00,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,Fasteners,4.36
4948,CA-2015-102085,4/10/2015 0:00,9/10/2015 0:00,Standard Class,JD-16015,Joy Daniels,Consumer,Seattle,Washington,West,OFF-LA-10002475,Office Supplies,Labels,29.24
4949,CA-2018-107125,11/27/2018 0:00,2/12/2018 0:00,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,West,OFF-BI-10001989,Office Supplies,Binders,117.488
4950,CA-2018-107125,11/27/2018 0:00,2/12/2018 0:00,Standard Class,BD-11320,Bill Donatelli,Consumer,Los Angeles,California,West,FUR-FU-10000732,Furniture,Furnishings,18.84
4951,CA-2017-125815,10/28/2017 0:00,1/11/2017 0:00,Second Class,DL-13330,Denise Leinenbach,Consumer,New York City,New York,East,OFF-AR-10004441,Office Supplies,Art,12.42
4952,CA-2016-144190,9/6/2016 0:00,6/13/2016 0:00,Standard Class,NC-18415,Nathan Cano,Consumer,Royal Oak,Michigan,Central,OFF-PA-10000304,Office Supplies,Paper,12.96
4953,CA-2018-117926,8/12/2018 0:00,12/12/2018 0:00,Second Class,AS-10225,Alan Schoenberger,Corporate,San Francisco,California,West,OFF-AP-10002670,Office Supplies,Appliances,69.48
4954,CA-2016-153906,3/16/2016 0:00,3/20/2016 0:00,Standard Class,MS-17980,Michael Stewart,Corporate,New York City,New York,East,TEC-PH-10001527,Technology,Phones,85.9
4955,CA-2015-160262,9/6/2015 0:00,6/13/2015 0:00,Second Class,TS-21205,Thomas Seio,Corporate,North Las Vegas,Nevada,West,OFF-AR-10002335,Office Supplies,Art,18.06
4956,CA-2015-160262,9/6/2015 0:00,6/13/2015 0:00,Second Class,TS-21205,Thomas Seio,Corporate,North Las Vegas,Nevada,West,OFF-PA-10003641,Office Supplies,Paper,79.14
4957,CA-2015-160262,9/6/2015 0:00,6/13/2015 0:00,Second Class,TS-21205,Thomas Seio,Corporate,North Las Vegas,Nevada,West,FUR-FU-10002685,Furniture,Furnishings,37.4
4958,CA-2016-127607,3/20/2016 0:00,3/26/2016 0:00,Standard Class,JK-15730,Joe Kamberova,Consumer,Carrollton,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,2.512
4959,CA-2016-127607,3/20/2016 0:00,3/26/2016 0:00,Standard Class,JK-15730,Joe Kamberova,Consumer,Carrollton,Texas,Central,OFF-FA-10003485,Office Supplies,Fasteners,18.864
4960,CA-2017-166226,11/18/2017 0:00,11/22/2017 0:00,Standard Class,TC-21535,Tracy Collins,Home Office,Los Angeles,California,West,TEC-PH-10003357,Technology,Phones,61.192
4961,CA-2017-166226,11/18/2017 0:00,11/22/2017 0:00,Standard Class,TC-21535,Tracy Collins,Home Office,Los Angeles,California,West,OFF-AP-10002867,Office Supplies,Appliances,67.84
4962,CA-2015-156587,7/3/2015 0:00,8/3/2015 0:00,First Class,AB-10015,Aaron Bergman,Consumer,Seattle,Washington,West,FUR-CH-10004477,Furniture,Chairs,48.712
4963,CA-2015-156587,7/3/2015 0:00,8/3/2015 0:00,First Class,AB-10015,Aaron Bergman,Consumer,Seattle,Washington,West,OFF-AR-10001427,Office Supplies,Art,17.94
4964,CA-2015-156587,7/3/2015 0:00,8/3/2015 0:00,First Class,AB-10015,Aaron Bergman,Consumer,Seattle,Washington,West,OFF-ST-10002344,Office Supplies,Storage,242.94
4965,CA-2017-141180,5/15/2017 0:00,5/19/2017 0:00,Second Class,DP-13000,Darren Powers,Consumer,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,7.764
4966,CA-2016-109708,5/25/2016 0:00,5/28/2016 0:00,Second Class,CY-12745,Craig Yedwab,Corporate,Columbia,Tennessee,South,TEC-PH-10001944,Technology,Phones,467.04
4967,CA-2016-122406,2/8/2016 0:00,5/8/2016 0:00,Second Class,BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,TEC-PH-10001527,Technology,Phones,128.85
4968,CA-2016-122406,2/8/2016 0:00,5/8/2016 0:00,Second Class,BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,OFF-PA-10001307,Office Supplies,Paper,8.4
4969,CA-2016-122406,2/8/2016 0:00,5/8/2016 0:00,Second Class,BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,TEC-AC-10004571,Technology,Accessories,199.98
4970,CA-2016-122406,2/8/2016 0:00,5/8/2016 0:00,Second Class,BE-11455,Brad Eason,Home Office,Providence,Rhode Island,East,FUR-CH-10001973,Furniture,Chairs,110.98
4971,US-2017-153815,6/11/2017 0:00,9/11/2017 0:00,First Class,KL-16555,Kelly Lampkin,Corporate,Jacksonville,Florida,South,FUR-CH-10000513,Furniture,Chairs,207.984
4972,US-2017-153815,6/11/2017 0:00,9/11/2017 0:00,First Class,KL-16555,Kelly Lampkin,Corporate,Jacksonville,Florida,South,OFF-PA-10002421,Office Supplies,Paper,36.112
4973,US-2017-153815,6/11/2017 0:00,9/11/2017 0:00,First Class,KL-16555,Kelly Lampkin,Corporate,Jacksonville,Florida,South,FUR-FU-10004090,Furniture,Furnishings,35.568
4974,US-2017-153815,6/11/2017 0:00,9/11/2017 0:00,First Class,KL-16555,Kelly Lampkin,Corporate,Jacksonville,Florida,South,OFF-PA-10004071,Office Supplies,Paper,88.768
4975,CA-2017-164896,7/11/2017 0:00,12/11/2017 0:00,Standard Class,PS-19045,Penelope Sewall,Home Office,Oceanside,California,West,OFF-PA-10002246,Office Supplies,Paper,12.9
4976,CA-2016-142202,9/18/2016 0:00,9/23/2016 0:00,Second Class,JR-16210,Justin Ritter,Corporate,Jacksonville,Florida,South,TEC-AC-10003198,Technology,Accessories,717.12
4977,CA-2016-165050,7/12/2016 0:00,9/12/2016 0:00,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,21.36
4978,CA-2016-165050,7/12/2016 0:00,9/12/2016 0:00,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,East,OFF-BI-10003727,Office Supplies,Binders,6.688
4979,CA-2016-165050,7/12/2016 0:00,9/12/2016 0:00,First Class,AH-10210,Alan Hwang,Consumer,New York City,New York,East,TEC-PH-10001336,Technology,Phones,773.94
4980,US-2017-131114,9/12/2017 0:00,12/13/2017 0:00,Second Class,RW-19630,Rob Williams,Corporate,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,20.568
4981,US-2017-131114,9/12/2017 0:00,12/13/2017 0:00,Second Class,RW-19630,Rob Williams,Corporate,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Appliances,4.356
4982,US-2017-131114,9/12/2017 0:00,12/13/2017 0:00,Second Class,RW-19630,Rob Williams,Corporate,Chicago,Illinois,Central,TEC-AC-10000199,Technology,Accessories,19.04
4983,CA-2015-160066,11/16/2015 0:00,11/22/2015 0:00,Standard Class,AH-10075,Adam Hart,Corporate,Huntington Beach,California,West,OFF-LA-10001045,Office Supplies,Labels,5.22
4984,CA-2017-109925,6/11/2017 0:00,10/11/2017 0:00,Second Class,IM-15070,Irene Maddox,Consumer,San Diego,California,West,OFF-ST-10003442,Office Supplies,Storage,84.84
4985,CA-2016-160696,6/9/2016 0:00,10/9/2016 0:00,Standard Class,CK-12760,Cyma Kinney,Corporate,Nashville,Tennessee,South,OFF-FA-10003059,Office Supplies,Fasteners,7.24
4986,CA-2015-125171,3/9/2015 0:00,3/9/2015 0:00,Same Day,AG-10390,Allen Goldenen,Consumer,New York City,New York,East,OFF-LA-10001175,Office Supplies,Labels,14.4
4987,CA-2017-149279,4/24/2017 0:00,4/28/2017 0:00,Standard Class,CL-12700,Craig Leslie,Home Office,Colorado Springs,Colorado,West,OFF-PA-10003441,Office Supplies,Paper,15.552
4988,CA-2017-149279,4/24/2017 0:00,4/28/2017 0:00,Standard Class,CL-12700,Craig Leslie,Home Office,Colorado Springs,Colorado,West,FUR-CH-10004287,Furniture,Chairs,1325.76
4989,CA-2017-149279,4/24/2017 0:00,4/28/2017 0:00,Standard Class,CL-12700,Craig Leslie,Home Office,Colorado Springs,Colorado,West,OFF-BI-10004040,Office Supplies,Binders,3.108
4990,CA-2018-107321,8/31/2018 0:00,4/9/2018 0:00,Standard Class,AW-10930,Arthur Wiediger,Home Office,San Francisco,California,West,OFF-BI-10004022,Office Supplies,Binders,6.672
4991,CA-2018-107321,8/31/2018 0:00,4/9/2018 0:00,Standard Class,AW-10930,Arthur Wiediger,Home Office,San Francisco,California,West,TEC-PH-10002200,Technology,Phones,689.408
4992,US-2018-122714,7/12/2018 0:00,12/13/2018 0:00,Standard Class,HG-14965,Henry Goldwyn,Corporate,Chicago,Illinois,Central,OFF-BI-10001120,Office Supplies,Binders,1889.99
4993,CA-2016-153038,12/18/2016 0:00,12/25/2016 0:00,Standard Class,RB-19645,Robert Barroso,Corporate,Memphis,Tennessee,South,OFF-EN-10000461,Office Supplies,Envelopes,55.936
4994,CA-2016-153038,12/18/2016 0:00,12/25/2016 0:00,Standard Class,RB-19645,Robert Barroso,Corporate,Memphis,Tennessee,South,OFF-LA-10004008,Office Supplies,Labels,18.432
4995,CA-2016-153038,12/18/2016 0:00,12/25/2016 0:00,Standard Class,RB-19645,Robert Barroso,Corporate,Memphis,Tennessee,South,FUR-FU-10000221,Furniture,Furnishings,20.32
4996,CA-2015-132227,4/11/2015 0:00,10/11/2015 0:00,Standard Class,SZ-20035,Sam Zeldin,Home Office,New York City,New York,East,OFF-BI-10000962,Office Supplies,Binders,52.064
4997,CA-2018-155824,10/3/2018 0:00,3/15/2018 0:00,Standard Class,KS-16300,Karen Seio,Corporate,Raleigh,North Carolina,South,OFF-AP-10000390,Office Supplies,Appliances,48.784
4998,CA-2018-155824,10/3/2018 0:00,3/15/2018 0:00,Standard Class,KS-16300,Karen Seio,Corporate,Raleigh,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,13.092
4999,CA-2017-129238,1/31/2017 0:00,4/2/2017 0:00,Standard Class,SC-20050,Sample Company A,Home Office,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,109.592
5000,CA-2017-129238,1/31/2017 0:00,4/2/2017 0:00,Standard Class,SC-20050,Sample Company A,Home Office,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,56.7
5001,CA-2018-159688,7/5/2018 0:00,12/5/2018 0:00,Standard Class,AB-10060,Adam Bellavance,Home Office,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,79.99
5002,CA-2017-136126,5/24/2017 0:00,5/24/2017 0:00,Same Day,EH-14125,Eugene Hildebrand,Home Office,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,69.5
5003,CA-2017-136126,5/24/2017 0:00,5/24/2017 0:00,Same Day,EH-14125,Eugene Hildebrand,Home Office,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,191.6
5004,CA-2017-155033,7/10/2017 0:00,12/10/2017 0:00,Standard Class,CC-12475,Cindy Chapman,Consumer,Los Angeles,California,West,OFF-PA-10000143,Office Supplies,Paper,10.56
5005,CA-2015-156006,4/30/2015 0:00,2/5/2015 0:00,Second Class,TM-21010,Tamara Manning,Consumer,Jackson,Mississippi,South,TEC-AC-10002550,Technology,Accessories,47.79
5006,CA-2016-158659,10/11/2016 0:00,11/14/2016 0:00,Second Class,SC-20695,Steve Chapman,Corporate,Richmond,Indiana,Central,OFF-ST-10003306,Office Supplies,Storage,714.3
5007,CA-2016-169796,9/11/2016 0:00,11/14/2016 0:00,Standard Class,Dp-13240,Dean percer,Home Office,New York City,New York,East,TEC-MA-10000045,Technology,Machines,2321.9
5008,CA-2016-169796,9/11/2016 0:00,11/14/2016 0:00,Standard Class,Dp-13240,Dean percer,Home Office,New York City,New York,East,OFF-ST-10001505,Office Supplies,Storage,17.94
5009,CA-2016-102876,7/9/2016 0:00,9/14/2016 0:00,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10004781,Office Supplies,Binders,9.522
5010,CA-2016-102876,7/9/2016 0:00,9/14/2016 0:00,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10002680,Technology,Phones,791.964
5011,CA-2016-102876,7/9/2016 0:00,9/14/2016 0:00,Standard Class,LR-17035,Lisa Ryan,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,4.923
5012,US-2018-139647,11/5/2018 0:00,5/13/2018 0:00,First Class,TS-21370,Todd Sumrall,Corporate,Phoenix,Arizona,West,FUR-BO-10004467,Furniture,Bookcases,209.979
